pair_id,case_id,n_diff,top30_mass_positive_conservative,top30_mass_absolute_average,top30_mass_absolute_drop,top30_mass_absolute_gain,best_reversion_gain,has_negative_both_tol005,has_sign_flip_tol005
sab2_1acy_h:sab2_1acy_h_s00:sab2_1acy_h_s10,sab2_1acy_h,13,0.9787390406684906,0.6274204474142315,0.6747182620216201,0.5917973923839936,1.7351646423339844,True,True
sab2_1acy_h:sab2_1acy_h_s04:sab2_1acy_h_s11,sab2_1acy_h,16,0.8543989182889784,0.613068964817196,0.5545544846212448,0.6371676118496657,2.662606239318848,True,True
sab2_1acy_h:sab2_1acy_h_s06:sab2_1acy_h_s02,sab2_1acy_h,21,0.9692466128690681,0.7464146036367553,0.674412092719691,0.7824450101075032,0.6834421157836914,False,True
sab2_1acy_h:sab2_1acy_h_s19:sab2_1acy_h_s14,sab2_1acy_h,18,0.9624694807373508,0.7750197848932276,0.6921671309177861,0.7751671137857361,2.353738784790039,True,True
sab2_1acy_h:sab2_1acy_h_s24:sab2_1acy_h_s25,sab2_1acy_h,15,0.8471845851371755,0.6713779829533629,0.680902235459357,0.6407327682196585,2.9190568923950195,True,True
sab2_1acy_h:sab2_1acy_h_s28:sab2_1acy_h_s31,sab2_1acy_h,18,0.9281054026197469,0.619128810205043,0.6425663607750696,0.5763202492374355,3.185287475585937,True,True
sab2_1acy_h:sab2_1acy_h_s29:sab2_1acy_h_s08,sab2_1acy_h,8,0.8623343461281261,0.722822145362214,0.7039617164874051,0.7418374005312871,1.7824592590332031,False,True
sab2_1acy_h:sab2_1acy_h_s30:sab2_1acy_h_s07,sab2_1acy_h,15,1.0,0.6892545361017788,0.6716405861727709,0.6616858131289933,1.548480987548828,True,True
sab2_2f58_h:sab2_2f58_h_s01:sab2_2f58_h_s15,sab2_2f58_h,16,0.8857686368543785,0.7522834573661226,0.6346176613676217,0.7096593535662825,0.7682943344116211,True,True
sab2_2f58_h:sab2_2f58_h_s04:sab2_2f58_h_s17,sab2_2f58_h,16,0.9602316647223426,0.6977500189612182,0.5802529874470819,0.6719236043637928,1.2537546157836914,True,True
sab2_2f58_h:sab2_2f58_h_s07:sab2_2f58_h_s24,sab2_2f58_h,18,0.9233484004386228,0.7344489301617448,0.7563578693983928,0.6707154026771334,1.0991325378417969,True,True
sab2_2f58_h:sab2_2f58_h_s10:sab2_2f58_h_s00,sab2_2f58_h,16,0.9368713007959146,0.784953703993957,0.5930190131940715,0.8202678057454119,0.8626375198364258,True,True
sab2_2f58_h:sab2_2f58_h_s12:sab2_2f58_h_s28,sab2_2f58_h,16,0.9130085847688383,0.7165583498776923,0.6595270551614517,0.6451436881892981,1.2753095626831057,True,True
sab2_2f58_h:sab2_2f58_h_s13:sab2_2f58_h_s29,sab2_2f58_h,16,1.0,0.671433513572949,0.755057915274111,0.6667875347732335,0.6771726608276367,True,True
sab2_2f58_h:sab2_2f58_h_s16:sab2_2f58_h_s18,sab2_2f58_h,18,0.9368500525409459,0.6480685689470129,0.6543052720575553,0.6663266325505396,1.7789545059204102,True,True
sab2_2f58_h:sab2_2f58_h_s26:sab2_2f58_h_s03,sab2_2f58_h,21,0.9878669345820361,0.7967777825739886,0.8060522324735085,0.7504581675688485,0.6886100769042969,True,True
sab2_4i1n_b:sab2_4i1n_b_s00:sab2_4i1n_b_s05,sab2_4i1n_b,14,0.9562953914305081,0.5947945431122575,0.6692771975775439,0.5413831792413017,1.775835037231445,True,True
sab2_4i1n_b:sab2_4i1n_b_s06:sab2_4i1n_b_s23,sab2_4i1n_b,12,0.8792926601540477,0.6719521030770191,0.5997076693068353,0.6192253956082596,1.2049636840820312,True,True
sab2_4i1n_b:sab2_4i1n_b_s12:sab2_4i1n_b_s13,sab2_4i1n_b,17,0.967051884624434,0.6190723508892916,0.5262383696569422,0.6689453904468606,1.0743303298950195,True,True
sab2_4i1n_b:sab2_4i1n_b_s14:sab2_4i1n_b_s09,sab2_4i1n_b,13,0.9036563992169269,0.7203509497592571,0.7064907858588055,0.6961354021310161,0.3552579879760742,True,True
sab2_4i1n_b:sab2_4i1n_b_s16:sab2_4i1n_b_s03,sab2_4i1n_b,19,0.9761774415053939,0.6888464215500321,0.6830857798191413,0.6126819217294996,0.4250984191894531,True,True
sab2_4i1n_b:sab2_4i1n_b_s18:sab2_4i1n_b_s27,sab2_4i1n_b,13,0.8838475189369532,0.5043362263891665,0.6428531548162781,0.4728645723441828,1.6237068176269531,True,True
sab2_4i1n_b:sab2_4i1n_b_s19:sab2_4i1n_b_s07,sab2_4i1n_b,10,0.6984194418802299,0.6624938830524826,0.7310412790867947,0.5511509376662851,0.8914070129394531,True,True
sab2_4i1n_b:sab2_4i1n_b_s29:sab2_4i1n_b_s04,sab2_4i1n_b,20,0.8754201682231476,0.6250594823757034,0.6987461264357124,0.6387604462024928,0.2662897109985351,True,True
sab2_4r2g_d:sab2_4r2g_d_s01:sab2_4r2g_d_s27,sab2_4r2g_d,26,0.9368020702146114,0.6846468905693214,0.696701417743677,0.6370275566216091,0.9357748031616212,True,True
sab2_4r2g_d:sab2_4r2g_d_s06:sab2_4r2g_d_s26,sab2_4r2g_d,26,0.9829621361028555,0.6606945383251394,0.6147494725414105,0.6075975509466349,1.104665756225586,True,True
sab2_4r2g_d:sab2_4r2g_d_s12:sab2_4r2g_d_s14,sab2_4r2g_d,26,0.7620558792658495,0.5596284088020644,0.6489263014446922,0.6074133839224337,0.8955612182617188,True,True
sab2_4r2g_d:sab2_4r2g_d_s18:sab2_4r2g_d_s28,sab2_4r2g_d,25,1.0,0.6465929798303638,0.6811761331115745,0.589755524161443,0.9389896392822266,True,True
sab2_4r2g_d:sab2_4r2g_d_s19:sab2_4r2g_d_s09,sab2_4r2g_d,25,0.9062473249960912,0.5297901274498341,0.7497954401376319,0.568581679043519,1.9298524856567385,True,True
sab2_4r2g_d:sab2_4r2g_d_s20:sab2_4r2g_d_s24,sab2_4r2g_d,28,0.9546249993264507,0.6707422896180132,0.6753377682380077,0.615742595340326,0.9011878967285156,True,True
sab2_4r2g_d:sab2_4r2g_d_s21:sab2_4r2g_d_s02,sab2_4r2g_d,28,1.0,0.6161733204958574,0.583499195827028,0.5758746205185097,1.0451154708862305,True,True
sab2_4r2g_d:sab2_4r2g_d_s23:sab2_4r2g_d_s04,sab2_4r2g_d,31,0.9490004117937734,0.6595090064276933,0.6340570150362712,0.6088996150701597,0.7407188415527344,True,True
sab2_4xmp_h:sab2_4xmp_h_s01:sab2_4xmp_h_s05,sab2_4xmp_h,30,0.9052092214876873,0.6205749268675591,0.5856181121823296,0.585274672382326,1.78191339969635,True,True
sab2_4xmp_h:sab2_4xmp_h_s04:sab2_4xmp_h_s16,sab2_4xmp_h,21,0.9762453973669205,0.6186033208833787,0.6020026019148053,0.7113824000041694,2.903451282531023,True,True
sab2_4xmp_h:sab2_4xmp_h_s11:sab2_4xmp_h_s27,sab2_4xmp_h,24,0.9375610660821334,0.6341719381315759,0.6273736762670682,0.7111568174675693,7.323044061660767,True,True
sab2_4xmp_h:sab2_4xmp_h_s18:sab2_4xmp_h_s31,sab2_4xmp_h,26,1.0,0.5479626952802064,0.4970304828662885,0.6941555323563733,2.9334438294172287,True,True
sab2_4xmp_h:sab2_4xmp_h_s21:sab2_4xmp_h_s10,sab2_4xmp_h,22,1.0,0.7086335612675606,0.6899286875914092,0.6543762166422606,1.483224868774414,True,True
sab2_4xmp_h:sab2_4xmp_h_s23:sab2_4xmp_h_s09,sab2_4xmp_h,25,1.0,0.6264169633985697,0.6633378636721168,0.6969267748503698,3.704282999038696,True,True
sab2_4xmp_h:sab2_4xmp_h_s24:sab2_4xmp_h_s12,sab2_4xmp_h,25,0.883739295401357,0.7520848911959103,0.6648231362326913,0.7520779080551371,0.7625255584716797,True,True
sab2_4xmp_h:sab2_4xmp_h_s25:sab2_4xmp_h_s20,sab2_4xmp_h,28,1.0,0.7243341151108353,0.6583011475998428,0.7676925446115727,2.9552202224731445,True,True
sab2_5vxk_b:sab2_5vxk_b_s00:sab2_5vxk_b_s24,sab2_5vxk_b,18,0.994722142636735,0.6602421434176258,0.711097570695815,0.5967217764527091,1.551496505737305,True,True
sab2_5vxk_b:sab2_5vxk_b_s07:sab2_5vxk_b_s08,sab2_5vxk_b,19,0.9512702493552698,0.6567541914759532,0.5860958187988498,0.6282015075284599,0.407196044921875,True,True
sab2_5vxk_b:sab2_5vxk_b_s10:sab2_5vxk_b_s18,sab2_5vxk_b,18,0.9731625674093277,0.6437557145624405,0.7306360629569509,0.6406679510495167,1.3644304275512695,True,True
sab2_5vxk_b:sab2_5vxk_b_s15:sab2_5vxk_b_s14,sab2_5vxk_b,15,0.936337227547004,0.6269471941488057,0.6830037226582878,0.7082316940208278,1.7857379913330078,True,True
sab2_5vxk_b:sab2_5vxk_b_s16:sab2_5vxk_b_s12,sab2_5vxk_b,18,0.8925510451641151,0.6295566918162976,0.615911449139716,0.5748513417768052,0.8165054321289062,False,True
sab2_5vxk_b:sab2_5vxk_b_s20:sab2_5vxk_b_s25,sab2_5vxk_b,17,1.0,0.6059848606100761,0.5829697261260349,0.6576016274355343,1.076528549194336,True,True
sab2_5vxk_b:sab2_5vxk_b_s22:sab2_5vxk_b_s04,sab2_5vxk_b,22,0.8205414774004788,0.7028696734797127,0.6591095508240357,0.6819414562007385,0.6126899719238281,True,True
sab2_5vxk_b:sab2_5vxk_b_s26:sab2_5vxk_b_s23,sab2_5vxk_b,18,0.9528194396996218,0.5298432109348359,0.576447788056923,0.6211731317227637,1.3296384811401367,True,True
sab2_6mqe_h:sab2_6mqe_h_s01:sab2_6mqe_h_s16,sab2_6mqe_h,19,0.972026063621216,0.6746183374842499,0.6632249120178063,0.6152419953045861,1.659322738647461,True,True
sab2_6mqe_h:sab2_6mqe_h_s04:sab2_6mqe_h_s14,sab2_6mqe_h,22,0.980082557034268,0.6116037269340898,0.6334074821739694,0.5767451979244658,2.321985244750977,True,True
sab2_6mqe_h:sab2_6mqe_h_s07:sab2_6mqe_h_s00,sab2_6mqe_h,22,0.9659790493395,0.6472962501168751,0.6065809559094661,0.7447430431473377,2.6977033615112305,True,True
sab2_6mqe_h:sab2_6mqe_h_s15:sab2_6mqe_h_s24,sab2_6mqe_h,19,0.9213475857123335,0.6121114547766927,0.6201655127543692,0.579703110299153,2.382936477661133,True,True
sab2_6mqe_h:sab2_6mqe_h_s17:sab2_6mqe_h_s12,sab2_6mqe_h,20,0.9951964423610574,0.6121547990579864,0.7477793022628223,0.5754268126730449,3.722070693969727,True,True
sab2_6mqe_h:sab2_6mqe_h_s20:sab2_6mqe_h_s02,sab2_6mqe_h,21,0.8519545032061814,0.629351134388905,0.5906818703843846,0.6086952137536176,1.2672243118286133,True,True
sab2_6mqe_h:sab2_6mqe_h_s21:sab2_6mqe_h_s13,sab2_6mqe_h,20,0.7506664142142148,0.6119011978339725,0.5913832079594602,0.6169379333944118,1.222757339477539,True,True
sab2_6mqe_h:sab2_6mqe_h_s28:sab2_6mqe_h_s18,sab2_6mqe_h,21,0.986586938697313,0.6877703951135091,0.7025966248599375,0.6539361729013617,2.9104223251342773,True,True
sab2_6p4b_b:sab2_6p4b_b_s01:sab2_6p4b_b_s23,sab2_6p4b_b,12,0.8808824420890716,0.5721996473379141,0.7028234487243523,0.5890055045512173,1.2819032669067385,True,True
